Date,Month,Quarter,Year,Strength
21/10/2013,10,Q4,2013,15.59806293
22/10/2013,10,Q4,2013,16.75198827
23/10/2013,10,Q4,2013,17.97672971
24/10/2013,10,Q4,2013,19.17301634
25/10/2013,10,Q4,2013,20.24921103
26/10/2013,10,Q4,2013,21.15073153
27/10/2013,10,Q4,2013,21.88079924
28/10/2013,10,Q4,2013,22.49870252
29/10/2013,10,Q4,2013,23.09022491
30/10/2013,10,Q4,2013,23.71920113
31/10/2013,10,Q4,2013,24.38160169
01/11/2013,11,Q4,2013,24.98630816
02/11/2013,11,Q4,2013,25.37684998
03/11/2013,11,Q4,2013,25.38983482
04/11/2013,11,Q4,2013,24.92782425
05/11/2013,11,Q4,2013,24.01626142
06/11/2013,11,Q4,2013,22.81968448
07/11/2013,11,Q4,2013,21.60866005
08/11/2013,11,Q4,2013,20.68784108
09/11/2013,11,Q4,2013,20.30918764
10/11/2013,11,Q4,2013,20.59791137
11/11/2013,11,Q4,2013,21.51235182
12/11/2013,11,Q4,2013,22.84708871
13/11/2013,11,Q4,2013,24.27662211
14/11/2013,11,Q4,2013,25.42848914
15/11/2013,11,Q4,2013,25.9701522
16/11/2013,11,Q4,2013,25.69172931
17/11/2013,11,Q4,2013,24.56556715
18/11/2013,11,Q4,2013,22.76542919
19/11/2013,11,Q4,2013,20.63557131
20/11/2013,11,Q4,2013,18.61317258
21/11/2013,11,Q4,2013,17.12191341
22/11/2013,11,Q4,2013,16.46380867
23/11/2013,11,Q4,2013,16.73743873
24/11/2013,11,Q4,2013,17.80464237
25/11/2013,11,Q4,2013,19.3173801
26/11/2013,11,Q4,2013,20.80295482
27/11/2013,11,Q4,2013,21.78938676
28/11/2013,11,Q4,2013,21.93712023
29/11/2013,11,Q4,2013,21.13619525
30/11/2013,11,Q4,2013,19.53605442
01/12/2013,12,Q4,2013,17.49727122
02/12/2013,12,Q4,2013,15.48178682
03/12/2013,12,Q4,2013,13.91915617
04/12/2013,12,Q4,2013,13.09264496
05/12/2013,12,Q4,2013,13.07931426
06/12/2013,12,Q4,2013,13.75732529
07/12/2013,12,Q4,2013,14.87002748
08/12/2013,12,Q4,2013,16.11873674
09/12/2013,12,Q4,2013,17.25047877
10/12/2013,12,Q4,2013,18.11429222
11/12/2013,12,Q4,2013,18.67549091
12/12/2013,12,Q4,2013,18.99399259
13/12/2013,12,Q4,2013,19.18345144
14/12/2013,12,Q4,2013,19.36913263
15/12/2013,12,Q4,2013,19.65567761
16/12/2013,12,Q4,2013,20.10653542
17/12/2013,12,Q4,2013,20.7312492
18/12/2013,12,Q4,2013,21.4779301
19/12/2013,12,Q4,2013,22.23345917
20/12/2013,12,Q4,2013,22.83756429
21/12/2013,12,Q4,2013,23.11490914
22/12/2013,12,Q4,2013,22.92176987
23/12/2013,12,Q4,2013,22.19450512
24/12/2013,12,Q4,2013,20.98138979
25/12/2013,12,Q4,2013,19.44195261
26/12/2013,12,Q4,2013,17.80917312
27/12/2013,12,Q4,2013,16.32509204
28/12/2013,12,Q4,2013,15.17198391
29/12/2013,12,Q4,2013,14.42337118
30/12/2013,12,Q4,2013,14.03135461
31/12/2013,12,Q4,2013,13.85355458
01/01/2014,1,Q1,2014,13.7103307
02/01/2014,1,Q1,2014,13.45459022
03/01/2014,1,Q1,2014,13.03311116
04/01/2014,1,Q1,2014,12.51946333
05/01/2014,1,Q1,2014,12.10440213
06/01/2014,1,Q1,2014,12.04025116
07/01/2014,1,Q1,2014,12.55026418
08/01/2014,1,Q1,2014,13.72900263
09/01/2014,1,Q1,2014,15.46963439
10/01/2014,1,Q1,2014,17.45211803
11/01/2014,1,Q1,2014,19.20893321
12/01/2014,1,Q1,2014,20.25602858
13/01/2014,1,Q1,2014,20.24748173
14/01/2014,1,Q1,2014,19.09750575
15/01/2014,1,Q1,2014,17.022191
16/01/2014,1,Q1,2014,14.48339144
17/01/2014,1,Q1,2014,12.05488509
18/01/2014,1,Q1,2014,10.25923737
19/01/2014,1,Q1,2014,9.431272667
20/01/2014,1,Q1,2014,9.649741005
21/01/2014,1,Q1,2014,10.75086639
22/01/2014,1,Q1,2014,12.40841327
23/01/2014,1,Q1,2014,14.24559861
24/01/2014,1,Q1,2014,15.93982275
25/01/2014,1,Q1,2014,17.29031888
26/01/2014,1,Q1,2014,18.23552131
27/01/2014,1,Q1,2014,18.82452418
28/01/2014,1,Q1,2014,19.16026767
29/01/2014,1,Q1,2014,19.33809149
30/01/2014,1,Q1,2014,19.40142371
31/01/2014,1,Q1,2014,19.32808306
01/02/2014,2,Q1,2014,19.04892363
02/02/2014,2,Q1,2014,18.48909868
03/02/2014,2,Q1,2014,17.61458343
04/02/2014,2,Q1,2014,16.4650743
05/02/2014,2,Q1,2014,15.15956121
06/02/2014,2,Q1,2014,13.8712961
07/02/2014,2,Q1,2014,12.78093519
08/02/2014,2,Q1,2014,12.02550774
09/02/2014,2,Q1,2014,11.66273035
10/02/2014,2,Q1,2014,11.66409725
11/02/2014,2,Q1,2014,11.93856159
12/02/2014,2,Q1,2014,12.3762555
13/02/2014,2,Q1,2014,12.89365422
14/02/2014,2,Q1,2014,13.46111133
15/02/2014,2,Q1,2014,14.10097167
16/02/2014,2,Q1,2014,14.85687596
17/02/2014,2,Q1,2014,15.74810518
18/02/2014,2,Q1,2014,16.731673
19/02/2014,2,Q1,2014,17.69411247
20/02/2014,2,Q1,2014,18.48226437
21/02/2014,2,Q1,2014,18.96242816
22/02/2014,2,Q1,2014,19.08068961
23/02/2014,2,Q1,2014,18.89416073
24/02/2014,2,Q1,2014,18.55552963
25/02/2014,2,Q1,2014,18.2548713
26/02/2014,2,Q1,2014,18.14199444
27/02/2014,2,Q1,2014,18.26095821
28/02/2014,2,Q1,2014,18.52334087
01/03/2014,3,Q1,2014,18.73180849
02/03/2014,3,Q1,2014,18.64686736
03/03/2014,3,Q1,2014,18.07385764
04/03/2014,3,Q1,2014,16.93938833
05/03/2014,3,Q1,2014,15.32951154
06/03/2014,3,Q1,2014,13.4756224
07/03/2014,3,Q1,2014,11.69348444
08/03/2014,3,Q1,2014,10.29766632
09/03/2014,3,Q1,2014,9.520643432
10/03/2014,3,Q1,2014,9.460645157
11/03/2014,3,Q1,2014,10.06887053
12/03/2014,3,Q1,2014,11.17230179
13/03/2014,3,Q1,2014,12.51952183
14/03/2014,3,Q1,2014,13.83562039
15/03/2014,3,Q1,2014,14.87550322
16/03/2014,3,Q1,2014,15.4681696
17/03/2014,3,Q1,2014,15.54565281
18/03/2014,3,Q1,2014,15.15094611
19/03/2014,3,Q1,2014,14.42234919
20/03/2014,3,Q1,2014,13.55792138
21/03/2014,3,Q1,2014,12.77014481
22/03/2014,3,Q1,2014,12.2430959
23/03/2014,3,Q1,2014,12.10062801
24/03/2014,3,Q1,2014,12.38747559
25/03/2014,3,Q1,2014,13.06146985
26/03/2014,3,Q1,2014,13.99685323
27/03/2014,3,Q1,2014,15.0026707
28/03/2014,3,Q1,2014,15.86002983
29/03/2014,3,Q1,2014,16.37451046
30/03/2014,3,Q1,2014,16.42911776
31/03/2014,3,Q1,2014,16.01751828
01/04/2014,4,Q2,2014,15.24294324
02/04/2014,4,Q2,2014,14.2829952
03/04/2014,4,Q2,2014,13.3356721
04/04/2014,4,Q2,2014,12.56838484
05/04/2014,4,Q2,2014,12.08723145
06/04/2014,4,Q2,2014,11.93258354
07/04/2014,4,Q2,2014,12.09535773
08/04/2014,4,Q2,2014,12.54064599
09/04/2014,4,Q2,2014,13.22411643
10/04/2014,4,Q2,2014,14.09246617
11/04/2014,4,Q2,2014,15.06994808
12/04/2014,4,Q2,2014,16.04303327
13/04/2014,4,Q2,2014,16.85863905
14/04/2014,4,Q2,2014,17.34593525
15/04/2014,4,Q2,2014,17.36033921
16/04/2014,4,Q2,2014,16.83613038
17/04/2014,4,Q2,2014,15.82652624
18/04/2014,4,Q2,2014,14.51114715
19/04/2014,4,Q2,2014,13.16116042
20/04/2014,4,Q2,2014,12.06808177
21/04/2014,4,Q2,2014,11.45697732
22/04/2014,4,Q2,2014,11.41321925
23/04/2014,4,Q2,2014,11.85039282
24/04/2014,4,Q2,2014,12.53428505
25/04/2014,4,Q2,2014,13.15745126
26/04/2014,4,Q2,2014,13.43896495
27/04/2014,4,Q2,2014,13.21397936
28/04/2014,4,Q2,2014,12.48244775
29/04/2014,4,Q2,2014,11.40314803
30/04/2014,4,Q2,2014,10.2398099
01/05/2014,5,Q2,2014,9.281559302
02/05/2014,5,Q2,2014,8.764734025
03/05/2014,5,Q2,2014,8.817718082
04/05/2014,5,Q2,2014,9.43939282
05/05/2014,5,Q2,2014,10.51066111
06/05/2014,5,Q2,2014,11.83083874
07/05/2014,5,Q2,2014,13.16720725
08/05/2014,5,Q2,2014,14.30562898
09/05/2014,5,Q2,2014,15.09174805
10/05/2014,5,Q2,2014,15.45543282
11/05/2014,5,Q2,2014,15.41534175
12/05/2014,5,Q2,2014,15.06502383
13/05/2014,5,Q2,2014,14.5457269
14/05/2014,5,Q2,2014,14.01315607
15/05/2014,5,Q2,2014,13.60541317
16/05/2014,5,Q2,2014,13.41764798
17/05/2014,5,Q2,2014,13.48663433
18/05/2014,5,Q2,2014,13.78669828
19/05/2014,5,Q2,2014,14.23753384
20/05/2014,5,Q2,2014,14.72370229
21/05/2014,5,Q2,2014,15.12379771
22/05/2014,5,Q2,2014,15.3438373
23/05/2014,5,Q2,2014,15.34559242
24/05/2014,5,Q2,2014,15.15924892
25/05/2014,5,Q2,2014,14.87371162
26/05/2014,5,Q2,2014,14.60654585
27/05/2014,5,Q2,2014,14.46447633
28/05/2014,5,Q2,2014,14.50925949
29/05/2014,5,Q2,2014,14.7406282
30/05/2014,5,Q2,2014,15.10022907
31/05/2014,5,Q2,2014,15.4925284
01/06/2014,6,Q2,2014,15.81410416
02/06/2014,6,Q2,2014,15.98235313
03/06/2014,6,Q2,2014,15.95689746
04/06/2014,6,Q2,2014,15.74990651
05/06/2014,6,Q2,2014,15.4241319
06/06/2014,6,Q2,2014,15.07959537
07/06/2014,6,Q2,2014,14.8317257
08/06/2014,6,Q2,2014,14.78525263
09/06/2014,6,Q2,2014,15.00906162
10/06/2014,6,Q2,2014,15.51728664
11/06/2014,6,Q2,2014,16.2611857
12/06/2014,6,Q2,2014,17.13486661
13/06/2014,6,Q2,2014,17.99555466
14/06/2014,6,Q2,2014,18.69561671
15/06/2014,6,Q2,2014,19.11942261
16/06/2014,6,Q2,2014,19.21484613
17/06/2014,6,Q2,2014,19.00881633
18/06/2014,6,Q2,2014,18.60010981
19/06/2014,6,Q2,2014,18.12990861
20/06/2014,6,Q2,2014,17.73890072
21/06/2014,6,Q2,2014,17.52534736
22/06/2014,6,Q2,2014,17.51881053
23/06/2014,6,Q2,2014,17.67848902
24/06/2014,6,Q2,2014,17.91548258
25/06/2014,6,Q2,2014,18.12895321
26/06/2014,6,Q2,2014,18.24133318
27/06/2014,6,Q2,2014,18.2196941
28/06/2014,6,Q2,2014,18.078013
29/06/2014,6,Q2,2014,17.86407787
30/06/2014,6,Q2,2014,17.64029269
01/07/2014,7,Q3,2014,17.46740303
02/07/2014,7,Q3,2014,17.39547909
03/07/2014,7,Q3,2014,17.46075853
04/07/2014,7,Q3,2014,17.68366353
05/07/2014,7,Q3,2014,18.06434863
06/07/2014,7,Q3,2014,18.57646185
07/07/2014,7,Q3,2014,19.16386725
08/07/2014,7,Q3,2014,19.74543101
09/07/2014,7,Q3,2014,20.2290079
10/07/2014,7,Q3,2014,20.53030323
11/07/2014,7,Q3,2014,20.5894051
12/07/2014,7,Q3,2014,20.37955609
13/07/2014,7,Q3,2014,19.90763874
14/07/2014,7,Q3,2014,19.21011681
15/07/2014,7,Q3,2014,18.34878113
16/07/2014,7,Q3,2014,17.4075501
17/07/2014,7,Q3,2014,16.48746358
18/07/2014,7,Q3,2014,15.69525688
19/07/2014,7,Q3,2014,15.12347398
20/07/2014,7,Q3,2014,14.8261201
21/07/2014,7,Q3,2014,14.7995549
22/07/2014,7,Q3,2014,14.9792762
23/07/2014,7,Q3,2014,15.25791673
24/07/2014,7,Q3,2014,15.52066446
25/07/2014,7,Q3,2014,15.68592367
26/07/2014,7,Q3,2014,15.73536287
27/07/2014,7,Q3,2014,15.72050463
28/07/2014,7,Q3,2014,15.74167583
29/07/2014,7,Q3,2014,15.90571969
30/07/2014,7,Q3,2014,16.27705882
31/07/2014,7,Q3,2014,16.8398982
01/08/2014,8,Q3,2014,17.48699144
02/08/2014,8,Q3,2014,18.04278873
03/08/2014,8,Q3,2014,18.31704069
04/08/2014,8,Q3,2014,18.17214447
05/08/2014,8,Q3,2014,17.57900881
06/08/2014,8,Q3,2014,16.63726101
07/08/2014,8,Q3,2014,15.54787417
08/08/2014,8,Q3,2014,14.54564123
09/08/2014,8,Q3,2014,13.81692367
10/08/2014,8,Q3,2014,13.43626064
11/08/2014,8,Q3,2014,13.3492137
12/08/2014,8,Q3,2014,13.40977053
13/08/2014,8,Q3,2014,13.45631509
14/08/2014,8,Q3,2014,13.39170486
15/08/2014,8,Q3,2014,13.23000616
16/08/2014,8,Q3,2014,13.08761928
17/08/2014,8,Q3,2014,13.12304986
18/08/2014,8,Q3,2014,13.45404019
19/08/2014,8,Q3,2014,14.09076953
20/08/2014,8,Q3,2014,14.9152348
21/08/2014,8,Q3,2014,15.71550361
22/08/2014,8,Q3,2014,16.26033866
23/08/2014,8,Q3,2014,16.38440371
24/08/2014,8,Q3,2014,16.05133581
25/08/2014,8,Q3,2014,15.37083582
26/08/2014,8,Q3,2014,14.56287885
27/08/2014,8,Q3,2014,13.88170614
28/08/2014,8,Q3,2014,13.52785304
29/08/2014,8,Q3,2014,13.58171214
30/08/2014,8,Q3,2014,13.98372244
31/08/2014,8,Q3,2014,14.56698744
01/09/2014,9,Q3,2014,15.12660153
02/09/2014,9,Q3,2014,15.49617545
03/09/2014,9,Q3,2014,15.60167514
04/09/2014,9,Q3,2014,15.47464794
05/09/2014,9,Q3,2014,15.22483159
06/09/2014,9,Q3,2014,14.9878238
07/09/2014,9,Q3,2014,14.8707248
08/09/2014,9,Q3,2014,14.91588743
09/09/2014,9,Q3,2014,15.09315639
10/09/2014,9,Q3,2014,15.3194221
11/09/2014,9,Q3,2014,15.49543463
12/09/2014,9,Q3,2014,15.54582653
13/09/2014,9,Q3,2014,15.44905001
14/09/2014,9,Q3,2014,15.2480268
15/09/2014,9,Q3,2014,15.0382888
16/09/2014,9,Q3,2014,14.93716961
17/09/2014,9,Q3,2014,15.04378677
18/09/2014,9,Q3,2014,15.40294487
19/09/2014,9,Q3,2014,15.98489936
20/09/2014,9,Q3,2014,16.68765349
21/09/2014,9,Q3,2014,17.36166314
22/09/2014,9,Q3,2014,17.850737
23/09/2014,9,Q3,2014,18.03819852
24/09/2014,9,Q3,2014,17.88427751
25/09/2014,9,Q3,2014,17.44073084
26/09/2014,9,Q3,2014,16.83417932
27/09/2014,9,Q3,2014,16.22098818
28/09/2014,9,Q3,2014,15.72983543
29/09/2014,9,Q3,2014,15.41623112
30/09/2014,9,Q3,2014,15.25015555
01/10/2014,10,Q4,2014,15.1435578
02/10/2014,10,Q4,2014,15.00546595
03/10/2014,10,Q4,2014,14.79872332
04/10/2014,10,Q4,2014,14.57106725
05/10/2014,10,Q4,2014,14.44513834
06/10/2014,10,Q4,2014,14.57114827
07/10/2014,10,Q4,2014,15.06298615
08/10/2014,10,Q4,2014,15.94553349
09/10/2014,10,Q4,2014,17.13522729
10/10/2014,10,Q4,2014,18.46097043
11/10/2014,10,Q4,2014,19.71562808
12/10/2014,10,Q4,2014,20.71689321
13/10/2014,10,Q4,2014,21.35453255
14/10/2014,10,Q4,2014,21.6086622
15/10/2014,10,Q4,2014,21.53643969
16/10/2014,10,Q4,2014,21.23655094
17/10/2014,10,Q4,2014,20.80775877
18/10/2014,10,Q4,2014,20.31820036
19/10/2014,10,Q4,2014,19.79683773
20/10/2014,10,Q4,2014,19.24892682
21/10/2014,10,Q4,2014,18.68618362
22/10/2014,10,Q4,2014,18.1541278
23/10/2014,10,Q4,2014,17.73877419
24/10/2014,10,Q4,2014,17.54414707
25/10/2014,10,Q4,2014,17.64746149
26/10/2014,10,Q4,2014,18.05258536
27/10/2014,10,Q4,2014,18.66689812
28/10/2014,10,Q4,2014,19.31846855
29/10/2014,10,Q4,2014,19.81241893
30/10/2014,10,Q4,2014,20.00572994
31/10/2014,10,Q4,2014,19.8684825
01/11/2014,11,Q4,2014,19.50278213
02/11/2014,11,Q4,2014,19.10752013
03/11/2014,11,Q4,2014,18.90036573
04/11/2014,11,Q4,2014,19.02748494
05/11/2014,11,Q4,2014,19.49759971
06/11/2014,11,Q4,2014,20.16740357
07/11/2014,11,Q4,2014,20.78482103
08/11/2014,11,Q4,2014,21.07433705
09/11/2014,11,Q4,2014,20.83323423
10/11/2014,11,Q4,2014,20.00408091
11/11/2014,11,Q4,2014,18.69814612
12/11/2014,11,Q4,2014,17.16334932
13/11/2014,11,Q4,2014,15.71164493
14/11/2014,11,Q4,2014,14.63531036
15/11/2014,11,Q4,2014,14.14283161
16/11/2014,11,Q4,2014,14.33252065
17/11/2014,11,Q4,2014,15.20190582
18/11/2014,11,Q4,2014,16.67361074
19/11/2014,11,Q4,2014,18.61362406
20/11/2014,11,Q4,2014,20.82931635
21/11/2014,11,Q4,2014,23.05616594
22/11/2014,11,Q4,2014,24.95962036
23/11/2014,11,Q4,2014,26.17813136
24/11/2014,11,Q4,2014,26.41228926
25/11/2014,11,Q4,2014,25.53420505
26/11/2014,11,Q4,2014,23.66922113
27/11/2014,11,Q4,2014,21.20333612
28/11/2014,11,Q4,2014,18.69679899
29/11/2014,11,Q4,2014,16.72528525
30/11/2014,11,Q4,2014,15.70421067
01/12/2014,12,Q4,2014,15.76095793
02/12/2014,12,Q4,2014,16.70003821
03/12/2014,12,Q4,2014,18.06972748
04/12/2014,12,Q4,2014,19.30425243
05/12/2014,12,Q4,2014,19.89568538
06/12/2014,12,Q4,2014,19.54586097
07/12/2014,12,Q4,2014,18.25614434
08/12/2014,12,Q4,2014,16.32830243
09/12/2014,12,Q4,2014,14.27286801
10/12/2014,12,Q4,2014,12.65021453
11/12/2014,12,Q4,2014,11.89511181
12/12/2014,12,Q4,2014,12.18467311
13/12/2014,12,Q4,2014,13.39449387
14/12/2014,12,Q4,2014,15.15328828
15/12/2014,12,Q4,2014,16.96864664
16/12/2014,12,Q4,2014,18.37363691
17/12/2014,12,Q4,2014,19.04475045
18/12/2014,12,Q4,2014,18.86161285
19/12/2014,12,Q4,2014,17.90487203
20/12/2014,12,Q4,2014,16.40833547
21/12/2014,12,Q4,2014,14.68905206
22/12/2014,12,Q4,2014,13.07600885
23/12/2014,12,Q4,2014,11.85011504
24/12/2014,12,Q4,2014,11.20121707
25/12/2014,12,Q4,2014,11.20481069
26/12/2014,12,Q4,2014,11.8203503
27/12/2014,12,Q4,2014,12.9111885
28/12/2014,12,Q4,2014,14.28154425
29/12/2014,12,Q4,2014,15.72026818
30/12/2014,12,Q4,2014,17.03861154
31/12/2014,12,Q4,2014,18.09293439
01/01/2015,1,Q1,2015,18.79220844
02/01/2015,1,Q1,2015,19.09822679
03/01/2015,1,Q1,2015,19.02703671
04/01/2015,1,Q1,2015,18.65241891
05/01/2015,1,Q1,2015,18.10278058
06/01/2015,1,Q1,2015,17.54026241
07/01/2015,1,Q1,2015,17.11876316
08/01/2015,1,Q1,2015,16.93168129
09/01/2015,1,Q1,2015,16.97137304
10/01/2015,1,Q1,2015,17.12265877
11/01/2015,1,Q1,2015,17.20024017
12/01/2015,1,Q1,2015,17.01999442
13/01/2015,1,Q1,2015,16.47669783
14/01/2015,1,Q1,2015,15.59514118
15/01/2015,1,Q1,2015,14.53171555
16/01/2015,1,Q1,2015,13.52515573
17/01/2015,1,Q1,2015,12.81736773
18/01/2015,1,Q1,2015,12.57666759
19/01/2015,1,Q1,2015,12.85129333
20/01/2015,1,Q1,2015,13.56478373
21/01/2015,1,Q1,2015,14.54647822
22/01/2015,1,Q1,2015,15.57909605
23/01/2015,1,Q1,2015,16.44500298
24/01/2015,1,Q1,2015,16.96108221
25/01/2015,1,Q1,2015,17.00244615
26/01/2015,1,Q1,2015,16.52045519
27/01/2015,1,Q1,2015,15.55773533
28/01/2015,1,Q1,2015,14.25529442
29/01/2015,1,Q1,2015,12.84112664
30/01/2015,1,Q1,2015,11.59151068
31/01/2015,1,Q1,2015,10.76658104
01/02/2015,2,Q1,2015,10.53593334
02/02/2015,2,Q1,2015,10.91965584
03/02/2015,2,Q1,2015,11.76847742
04/02/2015,2,Q1,2015,12.79353132
05/02/2015,2,Q1,2015,13.63851043
06/02/2015,2,Q1,2015,13.97352899
07/02/2015,2,Q1,2015,13.585312
08/02/2015,2,Q1,2015,12.44119122
09/02/2015,2,Q1,2015,10.71100831
10/02/2015,2,Q1,2015,8.73919156
11/02/2015,2,Q1,2015,6.969759892
12/02/2015,2,Q1,2015,5.840266277
13/02/2015,2,Q1,2015,5.672723336
14/02/2015,2,Q1,2015,6.593276925
15/02/2015,2,Q1,2015,8.503943047
16/02/2015,2,Q1,2015,11.11249872
17/02/2015,2,Q1,2015,14.00851911
18/02/2015,2,Q1,2015,16.7613049
19/02/2015,2,Q1,2015,19.01206032
20/02/2015,2,Q1,2015,20.53804433
21/02/2015,2,Q1,2015,21.27772103
22/02/2015,2,Q1,2015,21.31809847
23/02/2015,2,Q1,2015,20.85376037
24/02/2015,2,Q1,2015,20.13048997
25/02/2015,2,Q1,2015,19.38686597
26/02/2015,2,Q1,2015,18.80624728
27/02/2015,2,Q1,2015,18.48860528
28/02/2015,2,Q1,2015,18.44622308
01/03/2015,3,Q1,2015,18.62096623
02/03/2015,3,Q1,2015,18.91625907
03/03/2015,3,Q1,2015,19.23502318
04/03/2015,3,Q1,2015,19.51444712
05/03/2015,3,Q1,2015,19.74846306
06/03/2015,3,Q1,2015,19.99003567
07/03/2015,3,Q1,2015,20.32980433
08/03/2015,3,Q1,2015,20.85574479
09/03/2015,3,Q1,2015,21.6071986
10/03/2015,3,Q1,2015,22.54054556
11/03/2015,3,Q1,2015,23.52022135
12/03/2015,3,Q1,2015,24.34004298
13/03/2015,3,Q1,2015,24.77044762
14/03/2015,3,Q1,2015,24.62021736
15/03/2015,3,Q1,2015,23.79727127
16/03/2015,3,Q1,2015,22.35206188
17/03/2015,3,Q1,2015,20.48928033
18/03/2015,3,Q1,2015,18.53951595
19/03/2015,3,Q1,2015,16.89204926
20/03/2015,3,Q1,2015,15.90149701
21/03/2015,3,Q1,2015,15.79156552
22/03/2015,3,Q1,2015,16.58470503
23/03/2015,3,Q1,2015,18.0834856
24/03/2015,3,Q1,2015,19.9167702
25/03/2015,3,Q1,2015,21.64329354
26/03/2015,3,Q1,2015,22.88306198
27/03/2015,3,Q1,2015,23.43225932
28/03/2015,3,Q1,2015,23.31878277
29/03/2015,3,Q1,2015,22.77589772
30/03/2015,3,Q1,2015,22.14386864
31/03/2015,3,Q1,2015,21.73910989
01/04/2015,4,Q2,2015,21.74280797
02/04/2015,4,Q2,2015,22.15019816
03/04/2015,4,Q2,2015,22.7937335
04/04/2015,4,Q2,2015,23.42236397
05/04/2015,4,Q2,2015,23.79937157
06/04/2015,4,Q2,2015,23.7799915
07/04/2015,4,Q2,2015,23.3448395
08/04/2015,4,Q2,2015,22.58630436
09/04/2015,4,Q2,2015,21.66214515
10/04/2015,4,Q2,2015,20.7379234
11/04/2015,4,Q2,2015,19.93799613
12/04/2015,4,Q2,2015,19.31758729
13/04/2015,4,Q2,2015,18.86006841
14/04/2015,4,Q2,2015,18.49613636
15/04/2015,4,Q2,2015,18.13565035
16/04/2015,4,Q2,2015,17.69950033
17/04/2015,4,Q2,2015,17.1399805
18/04/2015,4,Q2,2015,16.44430169
19/04/2015,4,Q2,2015,15.62412938
20/04/2015,4,Q2,2015,14.69957603
21/04/2015,4,Q2,2015,13.68636444
22/04/2015,4,Q2,2015,12.59127736
23/04/2015,4,Q2,2015,11.41667748
24/04/2015,4,Q2,2015,10.17192165
25/04/2015,4,Q2,2015,8.887830932
26/04/2015,4,Q2,2015,7.62893263
27/04/2015,4,Q2,2015,6.496947866
28/04/2015,4,Q2,2015,5.61963307
29/04/2015,4,Q2,2015,5.123315851
30/04/2015,4,Q2,2015,5.094792058
01/05/2015,5,Q2,2015,5.545464834
02/05/2015,5,Q2,2015,6.393637709
03/05/2015,5,Q2,2015,7.476964209
04/05/2015,5,Q2,2015,8.596173775
05/05/2015,5,Q2,2015,9.576993339
06/05/2015,5,Q2,2015,10.32646138
07/05/2015,5,Q2,2015,10.85931395
08/05/2015,5,Q2,2015,11.28191613
09/05/2015,5,Q2,2015,11.74019858
10/05/2015,5,Q2,2015,12.35423203
11/05/2015,5,Q2,2015,13.16695732
12/05/2015,5,Q2,2015,14.12658104
13/05/2015,5,Q2,2015,15.10663285
14/05/2015,5,Q2,2015,15.95272864
15/05/2015,5,Q2,2015,16.53666759
16/05/2015,5,Q2,2015,16.7983542
17/05/2015,5,Q2,2015,16.7624769
18/05/2015,5,Q2,2015,16.5266059
19/05/2015,5,Q2,2015,16.22695752
20/05/2015,5,Q2,2015,15.99476144
21/05/2015,5,Q2,2015,15.9182906
22/05/2015,5,Q2,2015,16.02279489
23/05/2015,5,Q2,2015,16.27386797
24/05/2015,5,Q2,2015,16.60138871
25/05/2015,5,Q2,2015,16.93373164
26/05/2015,5,Q2,2015,17.22785638
27/05/2015,5,Q2,2015,17.48206606
28/05/2015,5,Q2,2015,17.72524811
29/05/2015,5,Q2,2015,17.98730581
30/05/2015,5,Q2,2015,18.26550953
31/05/2015,5,Q2,2015,18.50508577
01/06/2015,6,Q2,2015,18.606711
02/06/2015,6,Q2,2015,18.46109077
03/06/2015,6,Q2,2015,17.99781009
04/06/2015,6,Q2,2015,17.22828414
05/06/2015,6,Q2,2015,16.26379139
06/06/2015,6,Q2,2015,15.29847504
07/06/2015,6,Q2,2015,14.56044536
08/06/2015,6,Q2,2015,14.24655127
09/06/2015,6,Q2,2015,14.46272738
10/06/2015,6,Q2,2015,15.18944231
11/06/2015,6,Q2,2015,16.28248659
12/06/2015,6,Q2,2015,17.50789234
13/06/2015,6,Q2,2015,18.60049993
14/06/2015,6,Q2,2015,19.3304237
15/06/2015,6,Q2,2015,19.56041881
16/06/2015,6,Q2,2015,19.27960416
17/06/2015,6,Q2,2015,18.60480202
18/06/2015,6,Q2,2015,17.74893783
19/06/2015,6,Q2,2015,16.96464077
20/06/2015,6,Q2,2015,16.47798059
21/06/2015,6,Q2,2015,16.43007277
22/06/2015,6,Q2,2015,16.84214533
23/06/2015,6,Q2,2015,17.61313065
24/06/2015,6,Q2,2015,18.54986921
25/06/2015,6,Q2,2015,19.42130335
26/06/2015,6,Q2,2015,20.02187669
27/06/2015,6,Q2,2015,20.2267767
28/06/2015,6,Q2,2015,20.02295557
29/06/2015,6,Q2,2015,19.50552295
30/06/2015,6,Q2,2015,18.83928399
01/07/2015,7,Q3,2015,18.19786924
02/07/2015,7,Q3,2015,17.70308324
03/07/2015,7,Q3,2015,17.38889023
04/07/2015,7,Q3,2015,17.20498251
05/07/2015,7,Q3,2015,17.05718336
06/07/2015,7,Q3,2015,16.86435036
07/07/2015,7,Q3,2015,16.60332989
08/07/2015,7,Q3,2015,16.31980677
09/07/2015,7,Q3,2015,16.100706
10/07/2015,7,Q3,2015,16.0236149
11/07/2015,7,Q3,2015,16.10990007
12/07/2015,7,Q3,2015,16.30542306
13/07/2015,7,Q3,2015,16.49848915
14/07/2015,7,Q3,2015,16.56678797
15/07/2015,7,Q3,2015,16.43194159
16/07/2015,7,Q3,2015,16.09688411
17/07/2015,7,Q3,2015,15.64833989
